gene_name	gene_discription	foldchange_T24/T0	foldchange_T48/T0
TcIL3000.A.H_000043800.1	hypothetical protein, conserved	1	0
TcIL3000.A.H_000060100.1	hypothetical protein, conserved	1	0
TcIL3000.A.H_000060300.1	hypothetical protein, conserved	1	0
TcIL3000.A.H_000071600.1	Trypanosomal VSG domain containing protein, putative	1	0
TcIL3000.A.H_000075700.1	expression site-associated gene (ESAG) protein, putative	1	0
TcIL3000.A.H_000094900.1	Trypanosomal VSG domain containing protein, putative	1	0
TcIL3000.A.H_000110600.1	Endonuclease-reverse transcriptase, putative	1	0
TcIL3000.A.H_000133600.1	retrotransposon hot spot (RHS) protein, putative	1	0
TcIL3000.A.H_000137600.1	Retrotransposon hot spot protein, putative	1	0
TcIL3000.A.H_000151800.1	Trypanosomal VSG domain containing protein, putative	1	0
TcIL3000.A.H_000191200.1	Trypanosomal VSG domain containing protein, putative	1	0
TcIL3000.A.H_000246000.1	hypothetical protein	1	0
TcIL3000.A.H_000250900.1	hypothetical protein	1	0
TcIL3000.A.H_000259600.1	ATP-dependent DEAH-box RNA helicase, putative	1	0
TcIL3000.A.H_000370600.1	hypothetical protein	1	0
TcIL3000.A.H_000472800.1	hypothetical protein, conserved	1	0
TcIL3000.A.H_000546600.1	hypothetical protein, conserved	1	0
TcIL3000.A.H_000579600.1	variant surface glycoprotein (VSG, atypical), putative	1	0
TcIL3000.A.H_000596600.1	hypothetical protein	1	0
TcIL3000.A.H_000612500.1	hypothetical protein, conserved	1	0
TcIL3000.A.H_000626200.1	RNA-binding protein, putative	1	0
TcIL3000.A.H_000626900.1	hypothetical protein, conserved	1	0
TcIL3000.A.H_000916900.1	hypothetical protein, conserved	1	0
TcIL3000.A.H_001026100.1	hypothetical protein, conserved	1	0
TcIL3000.A.H_000750700.1	60S ribosomal protein L30	0.993631	1.07643
TcIL3000.A.H_000806000.1	60S ribosomal protein L18, putative	0.992188	0.960938
TcIL3000.A.H_000243000.1	actin A	0.990909	1.22727
TcIL3000.A.H_000975700.1	heat shock 70 kDa protein, putative	0.99005	0.955224
TcIL3000.A.H_000337200.1	peptidase M20/M25/M40, putative	0.989474	1.31579
TcIL3000.A.H_000696900.1	glycerol kinase, glycosomal	0.986711	1.21595
TcIL3000.A.H_000377400.1	Nucleoporin	0.986486	1.10811
TcIL3000.A.H_000157100.1	histone H3, putative	0.986111	0.819444
TcIL3000.A.H_000676600.1	TPR repeat/Tetratricopeptide repeat, putative	0.984375	1.20312
TcIL3000.A.H_000660100.1	glutaminyl-tRNA synthetase, putative	0.983871	1.29032
TcIL3000.A.H_000671700.1	hypothetical protein, conserved	0.982456	1.12281
TcIL3000.A.H_000802900.1	phosphoribosylpyrophosphate synthetase, putative	0.982143	1.96429
TcIL3000.A.H_000015600.1	nucleoporin interacting component (NUP93), putative	0.980392	0.941176
TcIL3000.A.H_000989100.1	Zeta toxin, putative	0.980392	0.823529
TcIL3000.A.H_000782300.1	hypothetical protein, conserved	0.979592	1.12245
TcIL3000.A.H_000898600.1	leucyl-tRNA synthetase, putative	0.978723	0.893617
TcIL3000.A.H_000311700.1	proteasome alpha 7 subunit	0.978261	0.652174
TcIL3000.A.H_000624000.1	kinase binding protein CGI-121, putative	0.977273	0.886364
TcIL3000.A.H_000726900.1	atp-binding cassette sub-family e member 1	0.976744	1.53488
TcIL3000.A.H_000713800.1	proteasome alpha 2 subunit, putative	0.976744	1.27907
TcIL3000.A.H_000948900.1	protein kinase, putative	0.97561	1.19512
TcIL3000.A.H_000151500.1	Tubulin/FtsZ family, GTPase domain containing protein, putative	0.974359	1.48718
TcIL3000.A.H_000449900.1	hypothetical protein, conserved	0.974359	1.38462
TcIL3000.A.H_000311300.1	ZFP family member, putative	0.974359	1.12821
TcIL3000.A.H_000222100.1	hypothetical protein, conserved	0.974359	0.769231
TcIL3000.A.H_000910800.1	hypothetical protein, conserved	0.974359	0.641026
TcIL3000.A.H_000740200.1	hypothetical protein, conserved	0.973684	1.42105
TcIL3000.A.H_000981600.1	splicing factor 3B subunit 1, putative	0.973684	1.34211
TcIL3000.A.H_000361700.1	ZFP family member, putative	0.973684	1.15789
TcIL3000.A.H_000811600.1	histone H2B, putative	0.973684	1.15789
TcIL3000.A.H_000485000.1	ATP synthase, epsilon chain, putative	0.972973	1.54054
TcIL3000.A.H_000664900.1	Major Facilitator Superfamily, putative	0.972973	1.05405
TcIL3000.A.H_000548300.1	Probable N6-adenine methyltransferase, putative	0.972222	1.38889
TcIL3000.A.H_000611600.1	hypothetical protein, conserved	0.972222	1.27778
TcIL3000.A.H_000806300.1	amino acid transporter, putative	0.972222	1.22222
TcIL3000.A.H_000997400.1	leucine-rich repeat protein (LRRP), putative	0.972222	0.861111
TcIL3000.A.H_000977000.1	cullin 1, putative	0.971429	1.4
TcIL3000.A.H_000446700.1	cysteinyl-tRNA synthetase, putative	0.971429	1.15714
TcIL3000.A.H_000702600.1	Flagellar Member 5	0.971429	1.14286
TcIL3000.A.H_000402200.1	hypothetical protein, conserved	0.971429	0.8
TcIL3000.A.H_000427600.1	vesicle-associated membrane protein, putative	0.971429	0.657143
TcIL3000.A.H_000195000.1	Trypanosomal VSG domain containing protein, putative	0.970588	1.05882
TcIL3000.A.H_000740500.1	Translation factor GUF1, mitochondrial, putative	0.970588	0.852941
TcIL3000.A.H_000769200.1	neurobeachin/beige protein, putative	0.969697	1.75758
TcIL3000.A.H_000356600.1	ubiquitin-protein ligase, putative	0.969697	1.48485
TcIL3000.A.H_000500600.1	hypothetical protein, conserved	0.969697	1.33333
TcIL3000.A.H_000713700.1	cytochrome oxidase subunit VI	0.96875	1.71875
TcIL3000.A.H_000976100.1	heat shock 70 kDa protein, putative	0.968127	1.07968
TcIL3000.A.H_000297900.1	paraflagellar rod component, putative	0.967742	1.67742
TcIL3000.A.H_000617600.1	Ankyrin repeats (many copies)/Alpha/beta hydrolase family, putative	0.967742	1.64516
TcIL3000.A.H_000575100.1	hypothetical protein, conserved	0.967742	1.32258
TcIL3000.A.H_000983100.1	hypothetical protein, conserved	0.967742	1.19355
TcIL3000.A.H_000738400.1	predicted WD40 repeat protein	0.967742	1.12903
TcIL3000.A.H_000734200.1	hypothetical protein, conserved	0.966667	1.36667
TcIL3000.A.H_000532000.1	39S mitochondrial ribosomal protein L46, putative	0.966667	1.1
TcIL3000.A.H_000833000.1	bifunctional aminoacyl-tRNA synthetase, putative	0.966667	1.06667
TcIL3000.A.H_000350600.1	RAB GDP dissociation inhibitor alpha, putative	0.966667	1.05556
TcIL3000.A.H_000796300.1	CCR4-NOT transcription complex subunit 10, putative	0.965517	2.65517
TcIL3000.A.H_000140200.1	variant surface glycoprotein (VSG, atypical), putative	0.965517	1.55172
TcIL3000.A.H_000534000.1	hypothetical protein, conserved	0.965517	1.12069
TcIL3000.A.H_000497800.1	asparagine synthetase a, putative	0.965517	1.06897
TcIL3000.A.H_000920000.1	major facilitator superfamily, putative	0.965517	0.965517
TcIL3000.A.H_000284100.1	phosphatidylinositol 3-kinase, putative	0.965517	0.896552
TcIL3000.A.H_000985500.1	hypothetical protein, conserved	0.965517	0.896552
TcIL3000.A.H_000585200.1	hypothetical protein, conserved	0.965517	0.793103
TcIL3000.A.H_000192600.1	hypothetical protein, conserved	0.964286	2.5
TcIL3000.A.H_000761000.1	eukaryotic translation initiation factor 6, putative	0.964286	2.46429
TcIL3000.A.H_000662700.1	tryparedoxin peroxidase	0.964286	1.625
TcIL3000.A.H_000834300.1	Vacuolar protein sorting-associated protein 16 homolog, putative	0.964286	1.57143
TcIL3000.A.H_000708100.1	cysteine peptidase, Clan CA, family C19, putative	0.964286	1.28571
TcIL3000.A.H_000966500.1	IQ calmodulin-binding motif containing protein, putative	0.964286	1.17857
TcIL3000.A.H_000542900.1	hypothetical protein, conserved	0.964286	1.14286
TcIL3000.A.H_000916400.1	pre-mRNA-splicing factor ATP-dependent RNA helicase, putative	0.964286	1.14286
TcIL3000.A.H_000294500.1	TPR repeat/Tetratricopeptide repeat, putative	0.964286	1.07143
TcIL3000.A.H_000036600.1	hypothetical protein, conserved	0.964286	0.857143
TcIL3000.A.H_001020000.1	RNA-binding protein, putative	0.964286	0.75
TcIL3000.A.H_000460900.1	hypothetical protein, conserved	0.962963	2
TcIL3000.A.H_000040800.1	Protein Associated with Differentiation, putative	0.962963	1.92593
TcIL3000.A.H_000494300.1	hypothetical protein, conserved	0.962963	1.77778
TcIL3000.A.H_000745800.1	arginine N-methyltransferase, putative	0.962963	1.74074
TcIL3000.A.H_000283900.1	MORN repeat-containing protein	0.962963	1.33333
TcIL3000.A.H_000823800.1	hypothetical protein, conserved	0.962963	1.11111
TcIL3000.A.H_000567500.1	RNA-binding protein 33 (RNA-binding motif protein 33)	0.962963	1
TcIL3000.A.H_000817100.1	hypothetical protein, conserved	0.962963	0.925926
TcIL3000.A.H_000549700.1	Acyl CoA binding protein, putative	0.962963	0.777778
TcIL3000.A.H_000998100.1	alanine aminotransferase	0.962264	1.45283
TcIL3000.A.H_000623000.1	SPRY domain containing protein, putative	0.961538	1.46154
TcIL3000.A.H_000633700.1	dihydrolipoamide dehydrogenase, point mutation	0.961538	1.11538
TcIL3000.A.H_000652500.1	hypothetical protein, conserved	0.961538	1.07692
TcIL3000.A.H_000634500.1	lipase, putative	0.961538	0.923077
TcIL3000.A.H_000150200.1	Misato Segment II tubulin-like domain/Tubulin/FtsZ family, GTPase domain containing protein, putative	0.961039	1.02597
TcIL3000.A.H_000577500.1	cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative	0.960784	0.980392
TcIL3000.A.H_000662900.1	solanesyl-diphosphate synthase, putative	0.96	2.68
TcIL3000.A.H_000013300.1	NADH-ubiquinone oxidoreductase, mitochondrial, putative	0.96	1.72
TcIL3000.A.H_000473800.1	hypothetical protein, conserved	0.96	1.12
TcIL3000.A.H_001035800.1	chaperone protein DNAj, putative	0.96	0.9
TcIL3000.A.H_000847900.1	Serine/threonine-protein kinase Nek1-related, putative	0.96	0.88
TcIL3000.A.H_000362600.1	vacuolar transport protein 4A, putative	0.96	0.84
TcIL3000.A.H_001003700.1	hypothetical protein, conserved	0.96	0.8
TcIL3000.A.H_000328500.1	AGC/RSK family serine/threonine kinase, putative	0.959184	1.57143
TcIL3000.A.H_000157000.1	Core histone H2A/H2B/H3/H4, putative	0.959184	0.938776
TcIL3000.A.H_000020100.1	hypothetical protein, conserved	0.958333	1.16667
TcIL3000.A.H_001027800.1	tubulin binding cofactor A, putative	0.958333	1.04167
TcIL3000.A.H_000668500.1	chaperone protein DNAj, putative	0.958333	0.916667
TcIL3000.A.H_000969400.1	hypothetical protein, conserved	0.957447	1.82979
TcIL3000.A.H_000703200.1	Importin 1	0.957447	0.93617
TcIL3000.A.H_000541400.1	hypothetical protein, conserved	0.956522	1.82609
TcIL3000.A.H_001003500.1	J-binding protein	0.956522	1.47826
TcIL3000.A.H_000691300.1	Iron-sulfur cluster assembly protein	0.956522	1.43478
TcIL3000.A.H_001016200.1	hypothetical protein, conserved	0.956522	1.21739
TcIL3000.A.H_000486200.1	serine/threonine-protein kinase, putative	0.956522	1.04348
TcIL3000.A.H_000693700.1	Putative death-receptor fusion protein (DUF2428), putative	0.956522	1.02174
TcIL3000.A.H_000329900.1	inorganic pyrophosphatase, putative	0.956522	0.26087
TcIL3000.A.H_000510500.1	NADH-cytochrome b5 reductase, putative	0.954545	1.68182
TcIL3000.A.H_000957800.1	hypothetical protein, conserved	0.954545	1.18182
TcIL3000.A.H_000737700.1	Regulator of Vps4 activity in the MVB pathway, putative	0.954545	1.09091
TcIL3000.A.H_000795800.1	hypothetical protein, conserved	0.954545	1
TcIL3000.A.H_000036400.1	WD domain, G-beta repeat, putative	0.954545	0.772727
TcIL3000.A.H_000504200.1	Adenine phosphoribosyltransferase, putative	0.954545	0.636364
TcIL3000.A.H_000344700.1	Nodulin-like, putative	0.953608	1.33505
TcIL3000.A.H_000290500.1	paraflagellar rod component, putative	0.953488	1.39535
TcIL3000.A.H_000746600.1	nuclear transmembrane protein, putative	0.953488	1.39535
TcIL3000.A.H_000576800.1	MSP-B, putative	0.953488	1.30233
TcIL3000.A.H_000804600.1	Vacuolar sorting protein 9 (VPS9) domain containing protein, putative	0.953488	1.13953
TcIL3000.A.H_000544400.1	Protein of unknown function (DUF3522), putative	0.953488	0.860465
TcIL3000.A.H_000938000.1	hypothetical protein, conserved	0.952381	2.28571
TcIL3000.A.H_000202200.1	Paraquat-inducible protein A, putative	0.952381	1.85714
TcIL3000.A.H_000421000.1	hypothetical protein, conserved	0.952381	1.64286
TcIL3000.A.H_000603200.1	serine/threonine-protein kinase, putative	0.952381	1.57143
TcIL3000.A.H_000483500.1	S-adenosylmethionine synthetase, putative	0.952381	1.38095
TcIL3000.A.H_000732500.1	Elongation factor Tu C-terminal domain containing protein, putative	0.952381	1.38095
TcIL3000.A.H_001033500.1	dihydrolipoyl dehydrogenase	0.952381	1.28571
TcIL3000.A.H_000699100.1	protein kinase, putative	0.952381	1.15873
TcIL3000.A.H_000348900.1	hypothetical protein, conserved	0.952381	1.14286
TcIL3000.A.H_000715200.1	peroxidase, putative	0.952381	1.14286
TcIL3000.A.H_000408500.1	hypothetical protein, conserved	0.952381	0.904762
TcIL3000.A.H_000760400.1	cAMP binding protein, putative	0.952381	0.904762
TcIL3000.A.H_001020400.1	synaptobrevin, putative	0.952381	0.761905
TcIL3000.A.H_000740600.1	hypothetical protein, conserved	0.952381	0.571429
TcIL3000.A.H_000762600.1	60S ribosomal protein L24, putative	0.950549	1.21978
TcIL3000.A.H_000830100.1	P-type H+-ATPase, putative	0.95	2
TcIL3000.A.H_000700000.1	QA-SNARE protein putative	0.95	1.7
TcIL3000.A.H_000895600.1	hypothetical protein, conserved	0.95	1.65
TcIL3000.A.H_000404100.1	Degradation arginine-rich protein for mis-folding, putative	0.95	1.6
TcIL3000.A.H_000213000.1	histone H4, putative	0.95	1.4
TcIL3000.A.H_000490000.1	zinc finger protein family member, putative	0.95	1.35
TcIL3000.A.H_000786600.1	LETM1 and EF-hand domain-containing protein 1, putative	0.95	1.2
TcIL3000.A.H_000836800.1	hypothetical protein, conserved	0.95	1.175
TcIL3000.A.H_000792700.1	KREPA2	0.95	1
TcIL3000.A.H_000734500.1	hypothetical protein, conserved	0.947368	1.78947
TcIL3000.A.H_000746100.1	hypothetical protein, conserved	0.947368	1.63158
TcIL3000.A.H_000399700.1	hypothetical protein, conserved	0.947368	1.57895
TcIL3000.A.H_000326400.1	hypothetical protein, conserved	0.947368	1.42105
TcIL3000.A.H_000743000.1	hypothetical protein, conserved	0.947368	1.36842
TcIL3000.A.H_001034100.1	hypothetical protein, conserved	0.947368	1.36842
TcIL3000.A.H_000779700.1	Metallopeptidase family M24/FACT complex subunit (SPT16/CDC68)/Histone chaperone Rttp106-like, putative	0.947368	1.15789
TcIL3000.A.H_000453500.1	hypothetical protein, conserved	0.947368	1.13158
TcIL3000.A.H_000297700.1	hypothetical protein, conserved	0.947368	0.894737
TcIL3000.A.H_000331500.1	Putative intraflagellar transport protein C3	0.945946	1.59459
TcIL3000.A.H_000752700.1	pumillo RNA binding protein PUF1, putative	0.944444	2.27778
TcIL3000.A.H_000586800.1	kelch motif containing protein, putative	0.944444	2.05556
TcIL3000.A.H_000832400.1	acetyltransferase, putative	0.944444	2.05556
TcIL3000.A.H_000675400.1	sphingomyelin/ceramide phosphorylethanolamine synthase, bifunctional	0.944444	1.83333
TcIL3000.A.H_000976200.1	gamma-tubulin complex subunit, putative	0.944444	1.83333
TcIL3000.A.H_000873900.1	Domain of unknown function (DUF4470)/Domain of unknown function (DUF4471), putative	0.944444	1.61111
TcIL3000.A.H_000889100.1	Protein kinase domain containing protein, putative	0.944444	1.44444
TcIL3000.A.H_000401300.1	NADH-dependent fumarate reductase	0.944444	1.25
TcIL3000.A.H_000521200.1	protein kinase, putative	0.944444	1.22222
TcIL3000.A.H_000469400.1	Oligomerisation domain containing protein, putative	0.944444	1.11111
TcIL3000.A.H_001031700.1	ATP-dependent DEAD/H RNA helicase, putative	0.944444	1.02778
TcIL3000.A.H_000612200.1	PPIase, putative	0.944444	1
TcIL3000.A.H_000691000.1	hypothetical protein, conserved	0.944444	0.972222
TcIL3000.A.H_000746200.1	hypothetical protein, conserved	0.944444	0.833333
TcIL3000.A.H_000289800.1	Calpain-like protein CALP1.3	0.944444	0.777778
TcIL3000.A.H_000829700.1	UAA transporter family, putative	0.944444	0.777778
TcIL3000.A.H_000279400.1	Quinonprotein alcohol dehydrogenase-like protein, putative	0.944444	0.555556
TcIL3000.A.H_000922100.1	pyruvate phosphate dikinase	0.943548	2.04839
TcIL3000.A.H_000335700.1	ubiquitin hydrolase, putative	0.942857	1.48571
TcIL3000.A.H_000693900.1	6-phosphogluconate dehydrogenase, decarboxylating	0.942857	1.42857
TcIL3000.A.H_000752400.1	hypothetical protein, conserved	0.942857	1.28571
TcIL3000.A.H_000473900.1	reticulon domain protein	0.942529	0.770115
TcIL3000.A.H_000289500.1	Raptor N-terminal CASPase like domain containing protein, putative	0.942308	1.30769
TcIL3000.A.H_000731800.1	elongation factor 1-alpha, putative	0.942029	0.652174
TcIL3000.A.H_000794600.1	THT2A - glucose transporter, putative	0.941558	1.3961
TcIL3000.A.H_000667600.1	hypothetical protein, conserved	0.941176	1.70588
TcIL3000.A.H_000396200.1	Sphingosine N-acyltransferase, putative	0.941176	1.47059
TcIL3000.A.H_000506000.1	Mu-adaptin 1, putative	0.941176	1.35294
TcIL3000.A.H_000836200.1	Pentatricopeptide repeat domain containing protein, putative	0.941176	1.35294
TcIL3000.A.H_000896800.1	XPA-interacting protein, putative	0.941176	1.29412
TcIL3000.A.H_000537900.1	C2 domain/Ankyrin repeats (3 copies), putative	0.941176	1.11765
TcIL3000.A.H_000653800.1	N-acetyltransferase, putative	0.941176	1.11765
TcIL3000.A.H_000898800.1	NADH-cytochrome b5 reductase, putative	0.941176	1.05882
TcIL3000.A.H_000936900.1	Pentatricopeptide repeat domain/PPR repeat, putative	0.941176	1.05882
TcIL3000.A.H_000896100.1	Sin-like protein conserved region, putative	0.941176	1
TcIL3000.A.H_000784700.1	exonuclease, putative	0.941176	0.941176
TcIL3000.A.H_000443600.1	hypothetical protein, conserved	0.941176	0.882353
TcIL3000.A.H_000356200.1	Peptidase family C78, putative	0.941176	0.823529
TcIL3000.A.H_000903500.1	hypothetical protein, conserved	0.941176	0.764706
TcIL3000.A.H_000907800.1	Calmodulin-binding, putative	0.939394	0.818182
TcIL3000.A.H_000745000.1	hypothetical protein, conserved	0.939394	0.69697
TcIL3000.A.H_000753100.1	leucine carboxyl methyltransferase, putative	0.9375	2
TcIL3000.A.H_000599000.1	Mitogen-activated protein kinase 10, putative	0.9375	1.6875
TcIL3000.A.H_000714300.1	mitochondrial structure specific endonuclease I (SSE-1), putative	0.9375	1.5
TcIL3000.A.H_000724100.1	hypothetical protein, conserved	0.9375	1.375
TcIL3000.A.H_000824500.1	procyclic form surface phosphoprotein	0.9375	1.3125
TcIL3000.A.H_000507500.1	hypothetical protein, conserved	0.9375	1.25
TcIL3000.A.H_000688300.1	unc-50 related protein homolog	0.9375	1.1875
TcIL3000.A.H_000791400.1	Uncharacterized conserved protein (DUF2042), putative	0.9375	1.1875
TcIL3000.A.H_001026900.1	zinc finger protein, putative	0.9375	1.1875
TcIL3000.A.H_000379400.1	tRNA-dihydrouridine synthase 4, putative	0.9375	1.125
TcIL3000.A.H_000593600.1	hypothetical protein, conserved	0.9375	1.125
TcIL3000.A.H_000609100.1	hypothetical protein, conserved	0.9375	1.0625
TcIL3000.A.H_000695800.1	riboflavin kinase, putative	0.9375	1.0625
TcIL3000.A.H_000847100.1	hypothetical protein, conserved	0.9375	1
TcIL3000.A.H_000658900.1	hypothetical protein, conserved	0.9375	0.9375
TcIL3000.A.H_000337800.1	U2 small nuclear ribonucleoprotein B, putative	0.9375	0.8125
TcIL3000.A.H_000363800.1	Pestivirus Npro endopeptidase C53, putative	0.9375	0.8125
TcIL3000.A.H_000012200.1	prefoldin subunit, putative	0.9375	0.791667
TcIL3000.A.H_000315900.1	protein transport protein Sec24	0.9375	0.75
TcIL3000.A.H_000432300.1	Nicastrin, putative	0.9375	0.625
TcIL3000.A.H_001020800.1	NADH-ubiquinone oxidoreductase complex I subunit, putative	0.9375	0.625
TcIL3000.A.H_001001500.1	hypothetical protein	0.9375	0.5
TcIL3000.A.H_000774600.1	Plasma-membrane choline transporter, putative	0.936782	1.06897
TcIL3000.A.H_000256100.1	elongation factor 1-alpha, putative	0.936508	1.07143
